weight,peel color,flesh color,texture,size,name
72,322,121,88,602,unknown
5,250,224,87,5617,unknown
68,167,199,88,1295,unknown
126,211,281,93,7348,unknown
103,122,311,94,4545,unknown
78,282,324,97,1223,unknown
112,340,344,87,2515,unknown
52,257,355,96,6855,unknown
74,236,162,95,9349,unknown
121,304,306,98,8526,unknown
97,255,129,93,7507,unknown
11,287,279,88,4580,unknown
6,230,230,88,8359,unknown
18,255,266,86,6407,unknown
44,106,144,98,8851,unknown
37,215,154,96,8887,unknown
125,261,289,85,1107,unknown
86,317,110,85,3933,unknown
34,163,106,85,3797,unknown
118,276,346,92,9967,unknown
63,221,91,81,8297,unknown
129,241,184,81,7416,unknown
116,139,316,94,3022,unknown
129,119,245,89,8622,unknown
42,242,199,80,8975,unknown
127,198,305,84,4429,unknown
112,337,100,92,819,unknown
128,143,199,91,6505,unknown
129,250,197,84,7578,unknown
64,129,351,94,8538,unknown
63,159,90,97,8274,unknown
99,303,200,81,8887,unknown
87,309,189,96,9167,unknown
70,176,292,92,1761,unknown
39,163,260,91,412,unknown
101,119,125,96,2079,unknown
80,315,151,96,7716,unknown
31,113,223,94,5085,unknown
98,305,273,96,584,unknown
26,140,182,86,7417,unknown
87,216,186,90,1755,unknown
113,240,109,87,6314,unknown
24,198,247,91,6871,unknown
96,192,89,96,6591,unknown
120,248,120,85,4839,unknown
87,271,127,95,3132,unknown
127,214,292,95,3897,unknown
53,351,106,87,5045,unknown
70,202,189,99,2359,unknown
114,114,108,87,956,unknown
74,328,167,95,8770,unknown
128,281,111,93,1844,unknown
129,112,270,89,4925,unknown
3,125,307,98,3248,unknown
23,239,217,98,2837,unknown
31,100,82,92,6565,unknown
8,354,256,97,6417,unknown
95,338,168,88,9373,unknown
39,326,252,93,8529,unknown
20,223,351,86,7574,unknown
98,307,300,99,2471,unknown
126,256,313,88,5128,unknown
85,258,240,82,8991,unknown
36,342,140,93,9130,unknown
96,247,351,89,5308,unknown
82,212,104,86,8782,unknown
85,308,260,93,9477,unknown
128,269,188,83,6664,unknown
113,297,187,88,791,unknown
67,188,215,85,8280,unknown
86,238,233,91,4328,unknown
65,255,221,90,8466,unknown
118,345,185,86,8142,unknown
80,207,242,99,1828,unknown
108,119,221,91,2701,unknown
91,207,333,96,2593,unknown
77,200,207,94,4409,unknown
26,197,206,97,1901,unknown
86,332,351,87,5710,unknown
52,138,172,93,2301,unknown
84,307,294,93,2880,unknown
88,318,170,93,6916,unknown
2,284,185,98,5539,unknown
97,294,233,86,3439,unknown
86,311,255,91,6946,unknown
10,344,150,82,1192,unknown
89,261,276,88,5196,unknown
8,157,253,80,7206,unknown
76,112,116,91,9205,unknown
64,265,220,84,6734,unknown
20,278,338,89,3791,unknown
52,345,261,92,4971,unknown
29,236,245,86,1376,unknown
119,192,253,96,3017,unknown
78,199,96,99,2427,unknown
68,275,207,86,4264,unknown
108,270,147,98,1613,unknown
120,357,170,85,6986,unknown
46,111,104,99,6968,unknown
97,275,149,82,1883,unknown
122,166,303,85,9845,unknown
43,248,149,93,8371,unknown
44,196,282,98,8322,unknown
18,143,201,84,1940,unknown
72,337,139,98,5865,unknown
52,257,108,94,1695,unknown
2,171,242,83,8893,unknown
120,346,162,97,7111,unknown
65,241,229,90,7944,unknown
79,271,174,84,407,unknown
32,249,172,96,8930,unknown
17,309,295,94,784,unknown
28,133,291,97,8550,unknown
87,244,194,80,8045,unknown
112,203,273,87,909,unknown
87,130,284,81,7401,unknown
38,221,179,82,4041,unknown
92,249,276,97,8851,unknown
35,355,299,84,1183,unknown
85,283,93,82,7748,unknown
15,151,111,85,1282,unknown
122,189,242,86,6183,unknown
24,204,259,84,4193,unknown
110,235,122,99,3044,unknown
98,314,354,90,7231,unknown
69,159,259,82,7500,unknown
54,242,185,99,3412,unknown
97,316,328,81,4510,unknown
41,357,171,97,6372,unknown
104,147,247,88,6798,unknown
100,151,207,82,5179,unknown
32,287,88,93,6047,unknown
2,107,338,89,6972,unknown
39,289,85,89,6367,unknown
107,307,251,85,2776,unknown
116,142,82,93,7159,unknown
20,244,203,90,1026,unknown
68,334,131,92,8788,unknown
124,322,195,83,8267,unknown
66,196,224,87,5449,unknown
119,248,268,97,4937,unknown
15,255,286,97,1689,unknown
0,189,232,83,8805,unknown
24,336,169,92,7621,unknown
70,118,80,81,2608,unknown
104,267,350,81,5572,unknown
110,160,228,98,2921,unknown
25,350,356,98,2927,unknown
56,139,233,98,9479,unknown
122,143,279,92,8686,unknown
109,219,200,88,6790,unknown
9,111,99,93,7620,unknown
27,121,159,83,1143,unknown
117,296,179,81,4738,unknown
87,191,225,98,4409,unknown
125,195,123,99,4828,unknown
71,169,225,93,1152,unknown
98,146,313,89,5038,unknown
94,250,222,95,1346,unknown
75,167,186,87,3260,unknown
94,357,169,93,9111,unknown
103,212,198,81,6949,unknown
55,328,209,88,9698,unknown
87,301,342,88,1323,unknown
50,198,328,80,3689,unknown
91,195,173,90,8114,unknown
10,213,147,96,738,unknown
2871,173,199,96,54,unknown
6848,104,143,86,41,unknown
6086,330,246,85,29,unknown
7221,357,350,92,31,unknown
4374,210,143,99,54,unknown
1947,270,177,96,48,unknown
2455,178,223,93,35,unknown
8451,295,294,86,12,unknown
9519,246,310,86,35,unknown
8222,108,269,87,17,unknown
6208,307,86,87,58,unknown
2225,130,354,87,54,unknown
4672,344,320,83,47,unknown
6627,299,338,93,49,unknown
4991,307,103,92,45,unknown
8749,288,338,89,51,unknown
8218,132,112,81,39,unknown
3111,242,87,99,36,unknown
2494,135,328,86,39,unknown
4186,128,99,93,5,unknown
6360,313,358,93,4,unknown
6129,173,152,80,22,unknown
1655,276,118,84,11,unknown
1925,122,224,82,48,unknown
4741,127,165,83,28,unknown
2772,217,299,92,7,unknown
8458,110,207,97,12,unknown
1382,329,253,95,31,unknown
1315,225,144,96,28,unknown
1447,164,89,95,8,unknown
4421,123,175,83,23,unknown
2872,219,288,82,57,unknown
2752,219,308,89,57,unknown
5985,319,220,83,30,unknown
5318,324,127,96,58,unknown
4054,247,287,80,20,unknown
9486,348,303,92,49,unknown
4192,324,160,87,54,unknown
4070,222,110,96,12,unknown
8265,231,111,80,41,unknown
3759,181,123,88,26,unknown
8827,281,107,91,26,unknown
7402,241,283,95,7,unknown
9919,219,117,87,13,unknown
9550,211,218,92,18,unknown
2617,111,179,87,9,unknown
1684,348,280,88,29,unknown
9424,300,139,85,50,unknown
8538,340,186,86,31,unknown
9710,298,116,83,21,unknown
7304,209,157,92,3,unknown
7574,247,233,84,26,unknown
4790,295,225,90,19,unknown
4169,150,159,90,41,unknown
3846,166,149,96,27,unknown
7672,236,126,98,39,unknown
9834,139,94,92,27,unknown
5753,203,327,93,18,unknown
9796,249,154,84,46,unknown
5461,139,240,90,58,unknown
7326,350,125,95,35,unknown
6450,147,142,90,29,unknown
7769,145,235,93,30,unknown
7641,217,94,98,47,unknown
5286,290,268,97,30,unknown
3285,161,167,94,0,unknown
8108,235,257,83,54,unknown
1529,343,80,85,11,unknown
9385,171,284,82,21,unknown
1907,327,276,82,4,unknown
1998,108,305,84,14,unknown
9448,294,176,99,56,unknown
1688,152,211,94,24,unknown
5411,298,85,90,40,unknown
9803,219,95,80,46,unknown
1872,257,106,95,22,unknown
9299,234,327,80,33,unknown
4953,327,354,97,10,unknown
2041,203,93,94,0,unknown
6842,219,135,95,11,unknown
2717,248,98,81,49,unknown
8340,324,221,94,23,unknown
8130,307,207,93,3,unknown
9104,213,356,97,26,unknown
4086,216,219,89,39,unknown
6274,287,190,86,44,unknown
7512,118,154,83,42,unknown
8299,255,96,93,43,unknown
1355,204,325,89,42,unknown
1251,320,181,86,34,unknown
6320,251,339,86,43,unknown
4404,269,148,89,52,unknown
4105,318,332,83,18,unknown
3016,232,251,95,17,unknown
5672,158,344,98,52,unknown
8299,212,124,93,28,unknown
4299,348,205,82,1,unknown
3237,244,186,86,17,unknown
1507,104,355,82,26,unknown
7159,334,147,86,36,unknown
7878,251,95,87,32,unknown
6822,255,358,98,44,unknown
2003,121,335,85,22,unknown
2001,104,273,99,24,unknown
8554,150,133,89,57,unknown
8255,151,312,94,39,unknown
9862,154,258,98,43,unknown
6868,195,214,88,20,unknown
4037,176,252,93,57,unknown
6313,258,144,95,23,unknown
4852,173,326,97,6,unknown
7860,287,242,88,30,unknown
6399,227,129,95,23,unknown
1674,242,190,91,58,unknown
6145,305,228,91,24,unknown
9232,105,235,95,41,unknown
6818,191,162,89,13,unknown
7038,138,131,81,24,unknown
7848,128,256,97,36,unknown
6634,293,127,98,22,unknown
5169,350,137,89,35,unknown
2411,244,215,94,19,unknown
7634,219,338,88,44,unknown
2259,316,252,83,52,unknown
7455,132,214,87,18,unknown
9181,200,145,85,56,unknown
8790,108,200,90,0,unknown
8268,259,171,89,4,unknown
8846,255,170,87,47,unknown
9260,148,324,98,11,unknown
7664,195,220,86,12,unknown
4854,238,229,92,49,unknown
1945,231,331,92,33,unknown
7377,232,256,98,6,unknown
2999,221,114,90,7,unknown
9916,123,358,85,37,unknown
9741,216,227,98,48,unknown
8907,186,142,85,30,unknown
6279,203,85,84,28,unknown
1472,268,240,80,43,unknown
7610,187,309,81,9,unknown
6275,140,175,85,28,unknown
4389,101,279,84,2,unknown
3301,333,253,98,20,unknown
6430,225,272,97,30,unknown
3813,356,239,99,8,unknown
5235,238,123,92,53,unknown
7553,127,143,95,53,unknown
3566,260,228,85,32,unknown
9446,103,181,80,33,unknown
6202,144,132,81,44,unknown
9672,238,99,84,34,unknown
5159,352,132,80,15,unknown
4195,317,355,90,10,unknown
2624,220,174,93,0,unknown
3871,347,249,84,14,unknown
2434,282,272,94,19,unknown
5158,272,133,99,8,unknown
1620,229,140,85,34,unknown
6640,156,192,85,14,unknown
2790,265,148,85,6,unknown
2581,181,320,89,17,unknown
2508,122,267,87,12,unknown
3427,146,231,90,4,unknown
4914,101,210,92,36,unknown
5357,227,294,84,4,unknown
1514,177,141,98,11,unknown
8761,190,87,86,52,unknown
3712,127,200,94,30,unknown
8602,177,99,95,45,unknown
4766,238,179,80,34,unknown
7878,253,337,89,28,unknown
8300,305,229,86,46,unknown
9639,177,114,82,50,unknown
5294,346,139,90,34,unknown
2071,189,310,92,44,unknown
5717,185,271,92,52,unknown
6704,354,150,82,9,unknown
2111,301,353,87,4,unknown
1655,122,273,98,46,unknown
4270,292,159,95,27,unknown
3650,335,136,90,22,unknown
9314,163,203,89,25,unknown
5752,226,259,87,27,unknown
2395,315,325,93,17,unknown
3244,231,90,97,18,unknown
6507,226,87,99,32,unknown
8930,187,118,97,23,unknown
7312,234,295,80,39,unknown
2819,144,185,90,21,unknown
9881,128,166,95,11,unknown
8220,109,349,89,40,unknown
7918,139,82,86,37,unknown
5337,140,348,94,49,unknown
5857,308,163,84,15,unknown
9396,298,222,97,31,unknown
7691,184,177,83,45,unknown
2637,201,268,90,18,unknown
7045,316,355,87,54,unknown
7219,227,277,82,19,unknown
4167,256,121,92,22,unknown
5215,278,123,92,39,unknown
7940,147,217,89,50,unknown
7355,283,331,81,30,unknown
6178,159,246,88,48,unknown
8365,323,335,82,25,unknown
4951,112,285,84,39,unknown
9724,219,116,88,39,unknown
5081,115,286,97,50,unknown
7397,223,131,87,1,unknown
8979,247,126,84,6,unknown
3819,154,257,87,14,unknown
8338,101,99,81,26,unknown
9145,136,114,98,57,unknown
5423,330,275,85,53,unknown
2930,331,301,81,53,unknown
9690,181,323,88,43,unknown
8169,229,238,91,40,unknown
8728,128,305,83,3,unknown
9812,317,265,82,2,unknown
7048,275,263,84,56,unknown
8702,259,104,87,47,unknown
8255,247,131,86,41,unknown
2538,117,314,96,22,unknown
2360,215,329,95,48,unknown
4080,341,97,94,56,unknown
4689,154,201,98,3,unknown
5084,139,245,90,25,unknown
7976,258,248,98,27,unknown
3047,148,322,97,27,unknown
7594,255,237,97,19,unknown
1458,125,271,89,18,unknown
2600,355,193,88,36,unknown
8358,279,344,98,5,unknown
4915,306,203,81,50,unknown
6243,105,233,86,55,unknown
5110,261,121,84,28,unknown
5404,107,102,98,39,unknown
8960,257,320,88,51,unknown
2112,254,93,81,34,unknown
3307,350,101,93,29,unknown
2476,356,135,84,44,unknown
8524,258,103,94,28,unknown
5486,358,311,92,5,unknown
9370,344,230,95,15,unknown
9754,144,158,94,33,unknown
4531,268,81,87,13,unknown
8520,141,119,86,25,unknown
6887,257,111,83,18,unknown
9558,220,268,92,29,unknown
98,128,251,83,1889,unknown
113,297,108,90,8876,unknown
19,165,167,93,6176,unknown
77,245,286,87,837,unknown
128,287,333,97,1525,unknown
48,289,338,90,3419,unknown
32,308,356,95,2396,unknown
49,120,122,94,7661,unknown
14,353,217,82,4114,unknown
12,110,172,91,8281,unknown
13,250,103,88,9707,unknown
62,121,190,96,783,unknown
68,248,331,89,5458,unknown
111,300,234,87,4793,unknown
83,105,102,86,2469,unknown
81,256,186,90,5285,unknown
12,310,333,99,5338,unknown
27,291,200,85,8810,unknown
82,114,356,81,424,unknown
11,167,195,87,6938,unknown
100,145,88,81,2725,unknown
8,188,199,81,7179,unknown
88,260,310,90,4733,unknown
43,169,197,91,7628,unknown
56,110,280,99,3715,unknown
105,334,91,80,4537,unknown
17,189,147,84,3549,unknown
88,139,130,87,3613,unknown
46,146,266,92,7829,unknown
14,229,329,92,1429,unknown
0,214,216,81,2163,unknown
124,153,85,90,8311,unknown
82,254,129,80,2034,unknown
74,207,316,88,5923,unknown
67,350,203,87,1768,unknown
91,164,273,93,7046,unknown
129,143,282,83,6552,unknown
73,348,163,91,2199,unknown
47,248,298,85,5339,unknown
82,203,130,83,8896,unknown
84,133,262,83,5366,unknown
79,126,125,87,9443,unknown
15,355,134,89,7848,unknown
106,123,127,90,2580,unknown
128,276,90,90,6183,unknown
102,168,353,84,9095,unknown
122,133,255,95,5057,unknown
42,114,300,80,3389,unknown
101,249,260,80,2172,unknown
36,102,254,90,9872,unknown
93,274,185,93,4942,unknown
5,138,154,93,9900,unknown
4,212,343,99,6963,unknown
124,116,341,91,9402,unknown
54,322,267,89,8206,unknown
53,174,197,84,3154,unknown
106,260,244,82,8888,unknown
17,295,233,87,8852,unknown
97,326,82,94,6755,unknown
92,119,204,86,2035,unknown
48,144,317,83,6908,unknown
39,306,311,93,8210,unknown
54,332,227,94,5060,unknown
2,322,85,98,7977,unknown
20,344,82,90,2805,unknown
34,105,213,86,9105,unknown
54,270,252,80,2138,unknown
106,250,288,81,3946,unknown
41,288,194,83,3236,unknown
45,241,87,97,4555,unknown
107,220,330,92,426,unknown
42,136,296,94,5137,unknown
13,325,134,89,5938,unknown
76,134,357,84,5978,unknown
75,313,327,96,3143,unknown
18,189,246,84,5149,unknown
31,279,342,98,8714,unknown
81,350,253,97,5081,unknown
63,261,99,91,3289,unknown
72,344,126,87,7919,unknown
121,330,256,85,7014,unknown
72,109,331,85,8382,unknown
108,193,269,96,9302,unknown
41,323,111,85,5291,unknown
126,192,247,87,7295,unknown
109,147,153,92,6420,unknown
73,244,131,82,6701,unknown
97,120,332,92,3468,unknown
51,200,270,80,8609,unknown
90,296,116,81,4657,unknown
99,303,221,99,5109,unknown
101,235,186,92,643,unknown
80,336,292,85,942,unknown
18,258,171,82,6009,unknown
36,242,92,99,9556,unknown
105,201,315,88,9419,unknown
87,127,138,98,8960,unknown
14,132,261,80,9151,unknown
96,165,317,93,1802,unknown
44,193,341,89,1918,unknown
38,335,356,99,5223,unknown
114,340,289,94,7117,unknown
63,100,249,87,4237,unknown
117,314,143,80,569,unknown
108,282,218,89,5533,unknown
108,200,112,86,4481,unknown
65,256,127,82,5396,unknown
119,275,354,97,3849,unknown
118,159,170,92,2693,unknown
50,358,133,89,5391,unknown
66,217,209,84,2567,unknown
69,311,91,80,2955,unknown
69,172,323,88,6154,unknown
64,152,118,80,9868,unknown
107,188,316,91,1954,unknown
124,257,167,82,9349,unknown
98,272,168,96,2950,unknown
9,172,261,84,1091,unknown
47,247,208,84,1996,unknown
107,233,259,81,9302,unknown
119,103,167,80,2260,unknown
5,325,114,98,5547,unknown
100,349,213,84,1845,unknown
17,281,118,99,8632,unknown
73,182,127,81,4817,unknown
102,263,268,92,454,unknown
98,148,216,86,6600,unknown
52,312,173,80,7762,unknown
5,248,191,96,6489,unknown
28,226,317,84,5297,unknown
36,220,331,90,7572,unknown
33,286,347,95,4921,unknown
77,287,277,81,9674,unknown
123,153,172,99,9952,unknown
44,331,217,94,7375,unknown
74,119,153,88,5486,unknown
61,232,338,87,9246,unknown
112,123,184,97,7197,unknown
50,180,249,99,9019,unknown
60,114,297,80,8505,unknown
4,159,171,80,4802,unknown
92,311,294,90,9228,unknown
116,253,291,99,1346,unknown
10,338,332,95,6419,unknown
60,163,127,84,979,unknown
7,356,122,94,5403,unknown
104,222,310,84,3097,unknown
0,176,355,90,2787,unknown
75,333,147,84,8948,unknown
71,273,157,91,5324,unknown
24,316,184,86,7593,unknown
2,222,208,88,5702,unknown
115,303,263,93,2757,unknown
55,172,122,95,8006,unknown
50,358,312,99,8891,unknown
79,141,242,87,2320,unknown
120,208,340,96,2133,unknown
84,136,307,81,9455,unknown
79,347,289,90,2694,unknown
12,124,345,91,1882,unknown
91,276,170,94,4285,unknown
9,215,230,92,5793,unknown
27,183,309,99,924,unknown
76,249,237,90,9851,unknown
91,151,275,98,9638,unknown
21,167,210,87,2061,unknown
101,173,311,86,7914,unknown
115,179,175,92,7741,unknown
51,258,278,97,4532,unknown
110,249,185,92,2431,unknown
2,235,169,91,6017,unknown
34,259,320,81,9706,unknown
64,147,234,95,9003,unknown
110,174,183,94,8537,unknown
127,353,284,80,4312,unknown
103,268,346,94,3157,unknown
71,322,183,96,6358,unknown
28,100,296,91,495,unknown
13,191,304,86,9918,unknown
25,189,147,88,4490,unknown
9,346,111,90,8527,unknown
129,107,297,99,2744,unknown
44,352,211,91,5813,unknown
45,104,220,83,9793,unknown
20,199,302,83,403,unknown
101,255,265,81,1595,unknown
4,166,304,92,2263,unknown
17,135,318,93,8192,unknown
31,271,219,85,9562,unknown
41,314,154,94,4305,unknown
84,130,260,82,6670,unknown
41,264,170,85,4558,unknown
67,337,183,80,4880,unknown
43,165,92,87,8465,unknown
57,345,339,99,8468,unknown
66,301,198,81,2052,unknown
20,102,153,81,8896,unknown
64,308,172,96,6311,unknown
100,180,113,81,3000,unknown
32,254,329,80,7228,unknown
26,192,251,94,3000,unknown
9,262,295,99,5826,unknown
19,144,187,95,3096,unknown
44,265,166,96,8557,unknown
104,247,97,92,1744,unknown
38,141,228,86,7584,unknown
13,269,115,93,3401,unknown
101,216,202,92,5934,unknown
23,113,210,95,5985,unknown
123,258,320,91,3937,unknown
76,298,184,83,8636,unknown
80,287,358,94,3726,unknown
57,151,306,83,5598,unknown
11,216,127,93,2615,unknown
82,243,246,94,1750,unknown
104,233,359,95,5467,unknown
37,177,188,94,6105,unknown
105,106,358,98,6862,unknown
53,253,96,95,8948,unknown
45,223,246,80,8090,unknown
114,355,260,98,1927,unknown
38,314,149,82,8458,unknown
93,206,129,84,1270,unknown
40,180,181,83,9002,unknown
120,315,357,91,6369,unknown
101,338,88,99,2848,unknown
53,354,254,98,2520,unknown
113,154,105,89,1106,unknown
21,317,257,80,2711,unknown
57,129,132,92,7398,unknown
19,101,297,80,4058,unknown
62,109,140,96,9405,unknown
75,259,167,94,9825,unknown
98,108,288,92,4347,unknown
101,177,173,90,8416,unknown
24,146,358,86,2125,unknown
89,176,308,88,7969,unknown
63,170,123,87,650,unknown
92,247,259,97,7456,unknown
118,314,92,82,2709,unknown
83,189,201,84,2108,unknown
0,336,98,95,9365,unknown
80,232,317,88,6072,unknown
98,349,267,94,6677,unknown
19,100,229,80,9120,unknown
83,308,90,88,9390,unknown
75,310,182,80,8280,unknown
67,243,258,84,4030,unknown
45,124,355,85,1248,unknown
23,267,159,84,8925,unknown
7581,216,210,95,3,unknown
9541,149,110,86,11,unknown
7354,346,234,99,57,unknown
3350,155,344,85,37,unknown
2500,313,217,81,22,unknown
7161,223,206,88,55,unknown
8865,349,335,84,27,unknown
1709,178,348,98,50,unknown
8607,352,155,93,23,unknown
3253,293,160,83,12,unknown
7886,110,94,96,58,unknown
3149,163,176,88,23,unknown
2512,202,102,83,44,unknown
4562,253,237,84,23,unknown
7020,275,191,94,18,unknown
1349,140,169,97,3,unknown
7308,121,337,98,46,unknown
6688,179,266,90,30,unknown
6345,232,176,95,9,unknown
5005,285,99,84,33,unknown
2413,238,210,94,26,unknown
8170,167,138,95,39,unknown
5519,131,276,94,6,unknown
8595,181,97,84,2,unknown
8497,240,250,80,49,unknown
8733,234,335,87,4,unknown
7525,325,228,94,1,unknown
4153,126,345,92,13,unknown
6912,267,111,85,52,unknown
9746,199,301,82,49,unknown
8091,330,200,87,58,unknown
1714,326,324,90,19,unknown
9358,338,270,97,27,unknown
5711,222,307,99,29,unknown
6562,118,109,88,15,unknown
1920,130,116,93,1,unknown
4553,159,308,95,17,unknown
6040,271,149,94,13,unknown
5450,308,259,92,52,unknown
5428,125,109,94,38,unknown
2050,350,251,85,50,unknown
9746,233,205,83,2,unknown
1441,240,270,90,6,unknown
7018,263,136,96,23,unknown
2694,165,164,97,30,unknown
6220,288,342,82,39,unknown
6685,307,226,82,25,unknown
4432,293,311,97,10,unknown
4838,329,124,91,29,unknown
2005,164,133,87,41,unknown
4018,317,197,87,23,unknown
8405,123,95,98,28,unknown
4164,352,290,90,37,unknown
1832,162,357,88,13,unknown
4602,237,120,95,28,unknown
7143,238,359,81,36,unknown
3039,144,350,96,27,unknown
4666,102,119,83,19,unknown
4586,246,182,92,7,unknown
9643,259,111,88,0,unknown
6121,208,305,93,8,unknown
7575,118,87,94,25,unknown
1911,313,192,80,52,unknown
1463,100,187,85,44,unknown
1731,358,337,97,7,unknown
7544,281,191,97,49,unknown
4232,145,330,94,55,unknown
7314,190,88,83,4,unknown
9973,103,194,82,37,unknown
3024,269,338,88,17,unknown
8211,219,219,98,41,unknown
8013,129,114,82,8,unknown
8795,127,141,84,38,unknown
6851,113,176,81,53,unknown
9054,216,93,96,54,unknown
7011,238,258,90,20,unknown
6331,251,139,83,53,unknown
3490,359,94,99,14,unknown
6475,294,263,95,41,unknown
4462,157,124,81,55,unknown
5175,291,244,91,18,unknown
9553,288,233,99,7,unknown
7495,274,359,98,39,unknown
4637,205,223,82,17,unknown
5521,191,94,91,11,unknown
6232,137,349,95,35,unknown
7950,212,305,99,36,unknown
3544,267,198,93,36,unknown
2642,283,327,95,4,unknown
9961,242,181,86,44,unknown
9416,124,84,97,20,unknown
1704,285,285,96,2,unknown
6424,359,188,94,37,unknown
8014,300,149,91,54,unknown
1952,270,330,86,20,unknown
4402,288,192,83,55,unknown
2705,275,170,97,41,unknown
8534,260,234,84,54,unknown
7528,326,315,96,27,unknown
6962,345,266,97,32,unknown
6817,268,170,81,18,unknown
2748,167,306,84,43,unknown
7970,173,159,84,0,unknown
4675,316,192,92,11,unknown
4108,270,116,91,3,unknown
7816,200,320,84,56,unknown
5067,316,326,99,43,unknown
5000,272,354,94,0,unknown
6658,194,217,83,11,unknown
6733,242,118,91,47,unknown
5965,153,221,95,48,unknown
1431,109,182,92,56,unknown
9669,317,83,83,54,unknown
4124,342,249,88,49,unknown
1493,247,281,98,44,unknown
4890,228,109,97,9,unknown
1836,128,310,84,8,unknown
1505,269,307,91,45,unknown
3245,110,251,84,18,unknown
5506,336,127,81,28,unknown
1822,180,326,90,21,unknown
5448,231,102,95,55,unknown
3592,124,215,98,49,unknown
5763,201,153,89,0,unknown
5916,220,231,93,20,unknown
3110,310,213,96,30,unknown
3643,149,202,99,46,unknown
9669,300,91,82,8,unknown
9702,244,98,91,5,unknown
1794,205,215,85,40,unknown
6610,339,194,91,29,unknown
4671,281,192,94,25,unknown
8821,166,225,82,49,unknown
6184,350,207,95,39,unknown
1268,289,129,93,23,unknown
5066,274,238,81,52,unknown
5599,155,331,95,56,unknown
7424,246,264,98,57,unknown
4110,305,182,96,36,unknown
5680,265,156,99,30,unknown
2016,317,275,99,27,unknown
4666,120,350,82,48,unknown
2906,316,264,90,23,unknown
7550,118,91,89,52,unknown
9334,224,235,84,41,unknown
4907,287,129,82,42,unknown
8944,226,250,90,16,unknown
7295,177,239,80,6,unknown
9971,267,134,98,30,unknown
5749,357,82,85,28,unknown
9055,124,278,91,26,unknown
7313,157,136,94,30,unknown
9510,191,196,94,7,unknown
7689,297,165,86,48,unknown
8351,244,127,94,42,unknown
7721,322,213,93,4,unknown
2421,223,355,81,17,unknown
2619,196,100,99,34,unknown
5050,171,321,89,0,unknown
5133,201,158,93,8,unknown
6593,172,88,80,27,unknown
5418,250,181,91,8,unknown
3869,276,301,90,33,unknown
3427,307,122,81,0,unknown
6660,321,336,88,20,unknown
1934,103,335,94,32,unknown
1940,322,336,99,56,unknown
9940,217,172,95,24,unknown
7578,259,192,98,11,unknown
4749,347,134,83,31,unknown
8093,141,165,89,44,unknown
3585,197,224,88,48,unknown
4436,108,296,91,56,unknown
5905,123,281,82,10,unknown
6828,107,205,81,3,unknown
4125,299,329,88,17,unknown
2025,319,273,82,11,unknown
5904,345,245,84,15,unknown
2712,347,326,91,8,unknown
1269,322,141,89,35,unknown
3609,184,334,84,55,unknown
1305,121,98,82,50,unknown
9272,141,88,96,57,unknown
1869,168,296,98,58,unknown
9885,292,339,92,44,unknown
6895,340,287,90,57,unknown
4073,189,196,82,19,unknown
9679,153,319,87,40,unknown
3572,122,353,93,26,unknown
8508,249,297,80,1,unknown
5187,168,144,98,31,unknown
8809,193,224,99,27,unknown
4867,252,275,96,38,unknown
1286,191,243,94,7,unknown
6558,253,272,80,2,unknown
7938,351,115,93,28,unknown
3805,118,258,80,9,unknown
8171,337,169,83,39,unknown
5658,307,121,91,31,unknown
1288,160,115,92,55,unknown
2018,228,276,95,28,unknown
5897,190,206,98,28,unknown
1842,241,162,99,33,unknown
4395,251,80,95,46,unknown
7391,162,356,84,28,unknown
6694,170,116,83,55,unknown
9334,270,131,99,2,unknown
8748,208,237,98,28,unknown
9004,279,169,98,23,unknown
7131,187,310,92,23,unknown
5121,275,275,92,21,unknown
3612,142,116,81,17,unknown
5036,233,325,92,10,unknown
4234,316,159,83,24,unknown
1838,149,355,96,1,unknown
8151,358,312,88,4,unknown
5932,266,296,94,18,unknown
9504,118,146,99,8,unknown
6976,272,170,98,42,unknown
8695,324,155,93,9,unknown
3843,204,205,86,50,unknown
8135,237,253,82,10,unknown
7270,228,195,82,30,unknown
9273,180,124,96,6,unknown
8190,327,149,99,41,unknown
3233,322,264,99,9,unknown
8744,137,222,94,39,unknown
2159,324,105,93,16,unknown
7745,239,97,86,27,unknown
6823,183,183,87,17,unknown
8064,227,339,99,3,unknown
6383,175,233,81,53,unknown
4663,136,130,80,20,unknown
6152,288,86,82,5,unknown
6591,124,217,89,29,unknown
7364,182,81,93,2,unknown
2959,263,253,80,13,unknown
7180,241,101,82,50,unknown
5027,333,198,98,39,unknown
3477,230,140,81,22,unknown
4053,220,338,94,39,unknown
3413,103,359,98,50,unknown
8958,353,293,81,52,unknown
7742,110,236,80,34,unknown
6180,288,357,83,2,unknown
8584,202,99,83,5,unknown
1517,301,86,80,51,unknown
4600,178,86,83,55,unknown
7260,240,273,93,45,unknown
9666,195,191,98,49,unknown
